Date,half,Team,Opponent,timeRemaining,playerID,shotType,makeMiss,xint,yint,distanceint,x,y,distance,ck
2/10/2018,1,Penn,Harvard,900,10,,0,-22,3,22.2,-21.5385279,3.276267857,21.8,
2/10/2018,1,Penn,Harvard,846,0,,0,5,10,11.2,5.472367953,9.881882297,11.3,
2/10/2018,1,Harvard,Penn,806,0,,1,6,3,6.7,5.504802501,3.128382206,6.3,
2/10/2018,1,Penn,Harvard,754,10,,1,4,1,4.1,3.932656735,0.859302914,4,
2/10/2018,1,Harvard,Penn,747,31,,0,1,8,8.1,0.531315662,7.860341526,7.9,
2/10/2018,1,Harvard,Penn,707,0,,1,5,3,5.8,4.840917953,2.511376517,5.5,
2/10/2018,1,Penn,Harvard,632,2,,0,22,5,22.6,22.38714439,4.986780692,22.9,
2/10/2018,1,Harvard,Penn,608,31,,0,11,15,18.6,11.42984327,15.49834956,19.3,
2/10/2018,1,Penn,Harvard,600,4,,0,4,2,4.5,3.910700076,2.479449911,4.6,
2/10/2018,1,Harvard,Penn,557,31,,1,3,6,6.7,3.430403989,5.556881463,6.5,
2/10/2018,1,Harvard,Penn,538,0,,0,-5,4,6.4,-5.4245298,3.769075616,6.6,
2/10/2018,1,Harvard,Penn,521,0,,0,6,2,6.3,6.433608635,2.18644618,6.8,
2/10/2018,1,Penn,Harvard,504,10,,0,20,11,22.8,20.47654825,11.05971619,23.3,
2/10/2018,1,Harvard,Penn,454,25,,0,22,2,22.1,21.71681591,1.943784498,21.8,
2/10/2018,1,Harvard,Penn,427,22,,0,6,19,19.9,5.551152491,19.41640838,20.2,
2/10/2018,1,Penn,Harvard,419,21,,0,-18,13,22.2,-18.13494068,12.70062514,22.1,
2/10/2018,1,Harvard,Penn,408,0,,1,0,0,0,-0.34852138,-0.411391272,0.5,
2/10/2018,1,Penn,Harvard,345,10,,0,-22,0,22,-22.27409197,-0.206264978,22.3,
2/10/2018,1,Harvard,Penn,318,30,,1,-4,15,15.5,-3.672194857,14.97235532,15.4,
2/10/2018,1,Penn,Harvard,255,2,,2,2,4,4.5,2.159437224,4.286827843,4.8,
2/10/2018,1,Harvard,Penn,232,31,,0,5,2,5.4,4.663987935,1.584758597,4.9,
2/10/2018,1,Harvard,Penn,230,0,,1,-3,0,3,-2.681099467,0.257630966,2.7,
2/10/2018,1,Penn,Harvard,205,10,,0,22,1,22,21.77835127,1.31278314,21.8,
2/10/2018,1,Penn,Harvard,203,25,,2,-1,0,1,-1.114833891,-0.490025936,1.2,
2/10/2018,1,Penn,Harvard,133,4,,0,-18,15,23.4,-18.34343501,14.70960904,23.5,
2/10/2018,1,Penn,Harvard,103,2,,1,-12,18,21.6,-11.87727017,18.36531299,21.9,
2/10/2018,1,Harvard,Penn,36,0,,0,4,2,4.5,3.7915167,1.939762977,4.3,
2/10/2018,1,Penn,Harvard,24,25,,0,1,23,23,1.217291584,22.5598471,22.6,
2/10/2018,1,Harvard,Penn,2,0,,0,-3,2,3.6,-2.875623813,2.081286563,3.5,
2/10/2018,2,Harvard,Penn,1944,31,,0,19,15,24.2,19.10735525,15.0555292,24.3,
2/10/2018,2,Penn,Harvard,1934,21,,0,-1,24,24,-0.911271029,24.36538721,24.4,
2/10/2018,2,Harvard,Penn,1926,22,,0,8,22,23.4,8.158250189,22.03840579,23.5,
2/10/2018,2,Harvard,Penn,1915,31,,1,-2,3,3.6,-1.936082518,2.95161343,3.5,
2/10/2018,2,Harvard,Penn,1816,0,,1,8,0,8,7.568206041,-0.407559853,7.6,
2/10/2018,2,Penn,Harvard,1757,21,,0,1,4,4.1,0.765723009,3.715562792,3.8,
2/10/2018,2,Penn,Harvard,1755,21,,0,6,5,7.8,6.249693059,5.265142742,8.2,
2/10/2018,2,Penn,Harvard,1753,0,,1,3,2,3.6,3.341261983,2.245228143,4,
2/10/2018,2,Harvard,Penn,1735,30,,1,-9,19,21,-8.650613879,19.36586785,21.2,
2/10/2018,2,Penn,Harvard,1707,0,,0,-9,6,10.8,-8.670822513,6.318306679,10.7,
2/10/2018,2,Harvard,Penn,1651,30,,1,3,1,3.2,2.975377111,0.977713266,3.1,
2/10/2018,2,Penn,Harvard,1633,0,,1,3,6,6.7,3.219154458,5.983984633,6.8,
2/10/2018,2,Harvard,Penn,1607,30,,0,0,6,6,-0.497585846,5.65631601,5.7,
2/10/2018,2,Penn,Harvard,1549,21,,1,-20,9,21.9,-19.57659107,8.990290122,21.5,
2/10/2018,2,Harvard,Penn,1531,0,,1,0,0,0,-0.389046506,-0.349126013,0.5,
2/10/2018,2,Penn,Harvard,1500,25,,1,-3,1,3.2,-3.354207889,1.458311938,3.7,
2/10/2018,2,Harvard,Penn,1441,31,,1,-6,14,15.2,-5.90731593,14.47645849,15.6,
2/10/2018,2,Penn,Harvard,1429,25,,0,-4,1,4.1,-3.564625331,0.933114666,3.7,
2/10/2018,2,Harvard,Penn,1417,22,,2,-4,0,4,-3.716198666,0.365244491,3.7,
2/10/2018,2,Penn,Harvard,1352,25,,0,-1,7,7.1,-0.959179676,6.50154846,6.6,
2/10/2018,2,Penn,Harvard,1346,21,,1,-3,0,3,-3.207514839,-0.205462654,3.2,
2/10/2018,2,Harvard,Penn,1326,0,,1,-2,1,2.2,-2.118502014,1.226353634,2.4,
2/10/2018,2,Penn,Harvard,1312,4,,2,-3,2,3.6,-3.034959201,2.489909186,3.9,
2/10/2018,2,Harvard,Penn,1248,0,,1,7,4,8.1,6.957386332,4.037882306,8,
2/10/2018,2,Penn,Harvard,1234,21,,0,-7,25,26,-6.930199765,24.6118076,25.6,
2/10/2018,2,Harvard,Penn,1222,25,,0,-17,15,22.7,-16.99338377,14.70449821,22.5,
2/10/2018,2,Harvard,Penn,1220,0,,2,-3,2,3.6,-2.92991948,2.359828091,3.8,
2/10/2018,2,Penn,Harvard,1140,0,,1,2,1,2.2,2.499003472,0.811172424,2.6,
2/10/2018,2,Harvard,Penn,1124,0,,2,-2,3,3.6,-2.393067993,2.94052865,3.8,
2/10/2018,2,Penn,Harvard,1108,4,,0,-3,0,3,-3.17221617,0.279230032,3.2,
2/10/2018,2,Harvard,Penn,1056,22,,1,4,2,4.5,3.58138221,2.241314508,4.2,
2/10/2018,2,Penn,Harvard,1045,4,,1,-3,1,3.2,-2.640662957,1.108811037,2.9,
2/10/2018,2,Harvard,Penn,1018,30,,1,-2,0,2,-2.320582328,0.298412742,2.3,
2/10/2018,2,Penn,Harvard,1010,10,,0,20,12,23.3,19.95829505,11.55755961,23.1,
2/10/2018,2,Harvard,Penn,938,25,,0,13,24,27.3,13.14101952,24.02105447,27.4,
2/10/2018,2,Penn,Harvard,930,21,,1,-17,15,22.7,-16.55562771,15.19629519,22.5,
2/10/2018,2,Harvard,Penn,910,22,,0,10,12,15.6,9.523609887,11.88328769,15.2,
2/10/2018,2,Penn,Harvard,855,4,,0,-3,1,3.2,-2.805831847,0.764821917,2.9,
2/10/2018,2,Harvard,Penn,842,20,,0,1,0,1,0.861682312,0.30542514,0.9,
2/10/2018,2,Harvard,Penn,840,44,,1,3,1,3.2,3.173008336,1.238094101,3.4,
2/10/2018,2,Penn,Harvard,816,10,,1,-2,2,2.8,-2.213782757,1.824870893,2.9,
2/10/2018,2,Harvard,Penn,802,31,,2,10,0,10,10.05660502,-0.049177382,10.1,
2/10/2018,2,Penn,Harvard,750,21,,1,18,18,25.5,17.80857174,17.73996449,25.1,
2/10/2018,2,Harvard,Penn,739,25,,0,22,0,22,21.90293415,-0.042292041,21.9,
2/10/2018,2,Harvard,Penn,715,20,,2,-1,7,7.1,-0.751763982,6.894585747,6.9,
2/10/2018,2,Penn,Harvard,701,10,,0,22,3,22.2,21.81769469,3.173453283,22,
2/10/2018,2,Harvard,Penn,650,31,,0,5,2,5.4,5.47821691,2.03212013,5.8,
2/10/2018,2,Harvard,Penn,649,20,,0,0,1,1,0.085294034,0.569086399,0.6,
2/10/2018,2,Penn,Harvard,646,10,,1,-1,1,1.4,-0.684791302,1.027909598,1.2,
2/10/2018,2,Harvard,Penn,612,44,,0,8,15,17,7.693945212,14.91873934,16.8,
2/10/2018,2,Harvard,Penn,556,20,,2,-2,2,2.8,-1.848496216,2.337804908,3,
2/10/2018,2,Penn,Harvard,544,21,,1,-7,4,8.1,-6.757279904,4.125700622,7.9,
2/10/2018,2,Harvard,Penn,526,20,,1,6,20,20.9,5.554907141,20.19077944,20.9,
2/10/2018,2,Penn,Harvard,510,21,,0,-21,6,21.8,-20.61276296,5.890183618,21.4,
2/10/2018,2,Penn,Harvard,448,25,,1,-2,0,2,-2.225891448,0.006998603,2.2,
2/10/2018,2,Penn,Harvard,405,21,,1,-22,3,22.2,-22.01427624,3.433020694,22.3,
2/10/2018,2,Harvard,Penn,333,22,,1,21,0,21,21.10100088,-0.35636759,21.1,
2/10/2018,2,Penn,Harvard,317,25,,1,2,0,2,2.305229998,0.259995541,2.3,
2/10/2018,2,Penn,Harvard,227,4,,1,-8,2,8.2,-7.902050054,1.7076568,8.1,
2/10/2018,2,Harvard,Penn,157,31,,1,-9,21,22.8,-8.593413765,21.29779867,23,
2/10/2018,2,Penn,Harvard,135,10,,0,3,23,23.2,2.548019196,22.60255737,22.7,
2/10/2018,2,Harvard,Penn,110,31,,0,2,2,2.8,1.502185421,2.039151879,2.5,
2/10/2018,2,Penn,Harvard,105,21,,0,21,9,22.8,20.76907401,8.98222306,22.6,
2/10/2018,2,Penn,Harvard,40,25,,0,3,0,3,2.980811716,0.242823983,3,
2/10/2018,2,Penn,Harvard,38,25,,1,1,2,2.2,0.798927366,2.244564041,2.4,
2/10/2018,2,Penn,Harvard,22,10,,1,-4,2,4.5,-4.405010974,1.849987322,4.8,
2/17/2018,1,Harvard,Yale,1940,0,,1,2,2,2.8,1.503053206,2.261211073,2.7,
2/17/2018,1,Harvard,Yale,1854,0,,1,0,8,8,0.002478807,7.851314771,7.9,
2/17/2018,1,Yale,Harvard,1840,13,,0,-16,15,21.9,-16.34232429,15.38437213,22.4,
2/17/2018,1,Yale,Harvard,1838,24,,0,1,22,22,1.274227087,21.68909893,21.7,
2/17/2018,1,Harvard,Yale,1819,22,,0,22,1,22,21.75284409,0.914672704,21.8,
2/17/2018,1,Yale,Harvard,1812,24,,1,-3,0,3,-3.297975826,0.297418553,3.3,
2/17/2018,1,Harvard,Yale,1758,0,,1,0,9,9,0.278482954,9.296671683,9.3,
2/17/2018,1,Yale,Harvard,1735,32,,0,-7,2,7.3,-6.659464619,2.041482956,7,
2/17/2018,1,Harvard,Yale,1713,0,,1,0,0,0,-0.415352178,-0.47315719,0.6,
2/17/2018,1,Harvard,Yale,1648,31,,0,16,20,25.6,15.53341722,20.04054834,25.4,
2/17/2018,1,Yale,Harvard,1640,3,,0,16,16,22.6,15.65358886,15.65460614,22.1,
2/17/2018,1,Harvard,Yale,1630,31,,2,1,0,1,1.030783186,0.122017544,1,
2/17/2018,1,Yale,Harvard,1621,13,,1,-4,2,4.5,-3.814004345,2.445125103,4.5,
2/17/2018,1,Harvard,Yale,1552,20,,0,2,6,6.3,2.053838431,5.646176879,6,
2/17/2018,1,Yale,Harvard,1544,3,,0,10,10,14.1,10.15716929,10.24065684,14.4,
2/17/2018,1,Harvard,Yale,1525,31,,0,22,5,22.6,21.96542935,5.456753058,22.6,
2/17/2018,1,Yale,Harvard,1510,20,,1,3,0,3,2.821332695,-0.353096972,2.8,
2/17/2018,1,Harvard,Yale,1451,44,,1,-4,3,5,-3.833154149,2.544989534,4.6,
2/17/2018,1,Yale,Harvard,1416,13,,0,-16,17,23.3,-15.94579886,16.7518819,23.1,
2/17/2018,1,Harvard,Yale,1346,0,,1,-3,6,6.7,-3.268507217,5.888482576,6.7,
2/17/2018,1,Yale,Harvard,1327,11,,1,20,7,21.2,20.15483087,6.977835232,21.3,
2/17/2018,1,Yale,Harvard,1258,24,,0,16,15,21.9,15.94669852,15.144769,22,
2/17/2018,1,Harvard,Yale,1249,0,,0,3,1,3.2,2.655898856,0.664772268,2.7,
2/17/2018,1,Harvard,Yale,1243,5,,1,-3,1,3.2,-2.614057936,1.328913631,2.9,
2/17/2018,1,Harvard,Yale,1208,0,,0,3,6,6.7,2.774633261,5.87258256,6.5,
2/17/2018,1,Yale,Harvard,1130,11,,0,20,16,25.6,19.69643504,15.83585594,25.3,
2/17/2018,1,Harvard,Yale,1103,0,,1,-8,3,8.5,-7.984721565,2.641655266,8.4,
2/17/2018,1,Harvard,Yale,1038,22,,1,9,23,24.7,9.334596873,23.28562496,25.1,
2/17/2018,1,Yale,Harvard,1006,32,,0,0,25,25,-0.207981446,25.02422782,25,
2/17/2018,1,Harvard,Yale,950,22,,1,5,2,5.4,5.421421728,2.090116148,5.8,
2/17/2018,1,Yale,Harvard,930,5,,0,-6,4,7.2,-5.56694999,3.922032618,6.8,
2/17/2018,1,Harvard,Yale,904,0,,1,0,0,0,0.357355974,0.258594247,0.4,
2/17/2018,1,Harvard,Yale,820,0,,0,-7,6,9.2,-7.0764327,5.933283779,9.2,
2/17/2018,1,Harvard,Yale,815,0,,0,2,5,5.4,1.540147552,5.062299656,5.3,
2/17/2018,1,Yale,Harvard,703,13,,0,3,0,3,3.039570477,-0.27241031,3.1,
2/17/2018,1,Harvard,Yale,636,31,,0,6,9,10.8,5.989395728,9.429055296,11.2,
2/17/2018,1,Yale,Harvard,615,24,,0,-10,0,10,-9.754192269,-0.106364972,9.8,
2/17/2018,1,Yale,Harvard,609,32,,0,2,0,2,1.561642019,0.226761959,1.6,
2/17/2018,1,Harvard,Yale,558,31,,2,-12,12,17,-11.71166403,12.41680073,17.1,
2/17/2018,1,Harvard,Yale,528,30,,0,22,6,22.8,22.44626788,6.174048795,23.3,
2/17/2018,1,Yale,Harvard,515,32,,0,-8,0,8,-8.271335424,0.136402768,8.3,
2/17/2018,1,Harvard,Yale,507,20,,1,-3,2,3.6,-2.877124695,2.240813395,3.6,
2/17/2018,1,Yale,Harvard,444,2,,0,-14,4,14.6,-14.10103233,4.102100944,14.7,
2/17/2018,1,Harvard,Yale,429,30,,1,4,2,4.5,3.637917533,2.480424329,4.4,
2/17/2018,1,Yale,Harvard,404,2,,0,9,22,23.8,9.45697612,21.50704533,23.5,
2/17/2018,1,Harvard,Yale,335,5,,0,-8,7,10.6,-7.551697348,6.668712754,10.1,
2/17/2018,1,Yale,Harvard,317,3,,1,3,14,14.3,2.577467947,14.4674694,14.7,
2/17/2018,1,Harvard,Yale,245,31,,1,16,12,20,16.13398316,12.25451979,20.3,
2/17/2018,1,Yale,Harvard,229,20,,2,-7,2,7.3,-6.613825822,2.107207359,6.9,
2/17/2018,1,Yale,Harvard,203,11,,2,6,2,6.3,5.670513348,2.403308567,6.2,
2/17/2018,1,Yale,Harvard,127,24,,0,4,17,17.5,4.313700704,16.56189998,17.1,
2/17/2018,1,Harvard,Yale,105,0,,0,4,9,9.8,4.296142744,8.533618591,9.6,
2/17/2018,1,Yale,Harvard,34,11,,2,3,14,14.3,2.992010907,13.92744203,14.2,
2/17/2018,1,Harvard,Yale,5,22,,1,12,22,25.1,12.28869811,21.94813721,25.2,
2/17/2018,2,Yale,Harvard,1940,3,,1,22,4,22.4,22.40567436,4.026310984,22.8,
2/17/2018,2,Harvard,Yale,1919,22,,0,-20,10,22.4,-19.77745922,9.691948928,22,
2/17/2018,2,Yale,Harvard,1902,3,,0,-22,2,22.1,-22.13439226,2.049243837,22.2,
2/17/2018,2,Yale,Harvard,1900,13,,0,5,1,5.1,4.637005284,0.972316971,4.7,
2/17/2018,2,Harvard,Yale,1841,20,,1,20,9,21.9,20.28654019,8.683956892,22.1,
2/17/2018,2,Yale,Harvard,1824,3,,1,-5,12,13,-5.317740025,11.57712298,12.7,
2/17/2018,2,Harvard,Yale,1804,31,,0,-21,8,22.5,-20.78081451,8.348595964,22.4,
2/17/2018,2,Yale,Harvard,1754,32,,1,0,6,6,0.047992937,6.182229205,6.2,
2/17/2018,2,Harvard,Yale,1731,20,,0,-10,21,23.3,-9.645353266,21.39099811,23.5,
2/17/2018,2,Yale,Harvard,1718,24,,0,6,22,22.8,5.909312677,21.93241105,22.7,
2/17/2018,2,Harvard,Yale,1647,20,,1,-1,10,10,-0.838798454,9.794618306,9.8,
2/17/2018,2,Yale,Harvard,1625,32,,1,-8,0,8,-8.284817746,-0.394620491,8.3,
2/17/2018,2,Harvard,Yale,1604,31,,0,22,5,22.6,21.80346892,5.016137634,22.4,
2/17/2018,2,Harvard,Yale,1544,25,,1,-2,2,2.8,-1.89402081,2.020445952,2.8,
2/17/2018,2,Yale,Harvard,1535,3,,0,4,1,4.1,3.636884369,0.91442999,3.8,
2/17/2018,2,Yale,Harvard,1521,32,,1,-2,3,3.6,-1.881048645,2.606025529,3.2,
2/17/2018,2,Yale,Harvard,1500,3,,0,3,2,3.6,3.189577556,1.659076133,3.6,
2/17/2018,2,Harvard,Yale,1442,22,,1,4,1,4.1,4.017693637,1.084063234,4.2,
2/17/2018,2,Yale,Harvard,1424,24,,1,0,22,22,0.381921277,22.11185197,22.1,
2/17/2018,2,Harvard,Yale,1407,0,,1,0,0,0,-0.179002238,0.361641711,0.4,
2/17/2018,2,Yale,Harvard,1355,11,,1,-9,20,21.9,-8.887439598,20.3282001,22.2,
2/17/2018,2,Yale,Harvard,1331,13,,1,-2,0,2,-2.433600732,0.234716843,2.4,
2/17/2018,2,Harvard,Yale,1311,25,,0,-17,15,22.7,-16.69358133,14.95942199,22.4,
2/17/2018,2,Yale,Harvard,1304,13,,0,4,2,4.5,4.193775212,1.663340081,4.5,
2/17/2018,2,Yale,Harvard,1302,20,,2,-2,1,2.2,-2.355004932,0.98474215,2.6,
2/17/2018,2,Harvard,Yale,1245,20,,1,3,1,3.2,2.989197876,1.10638177,3.2,
2/17/2018,2,Yale,Harvard,1232,20,,2,4,2,4.5,4.068924269,2.370498667,4.7,
2/17/2018,2,Harvard,Yale,1212,31,,1,3,7,7.6,2.919853104,6.693004605,7.3,
2/17/2018,2,Harvard,Yale,1122,31,,0,4,3,5,3.901194399,3.344714892,5.1,
2/17/2018,2,Harvard,Yale,1120,31,,2,4,2,4.5,4.081007999,1.769526899,4.4,
2/17/2018,2,Yale,Harvard,1042,24,,0,-1,17,17,-0.965909484,17.0907323,17.1,
2/17/2018,2,Yale,Harvard,1008,5,,1,14,21,25.2,14.26297398,20.90234413,25.3,
2/17/2018,2,Harvard,Yale,953,31,,0,7,1,7.1,6.540657953,0.669442983,6.6,
2/17/2018,2,Yale,Harvard,930,11,,0,-2,0,2,-2.078287789,0.014685021,2.1,
2/17/2018,2,Yale,Harvard,929,20,,0,1,0,1,0.530383845,0.287423387,0.6,
2/17/2018,2,Harvard,Yale,918,22,,0,8,11,13.6,8.247998876,11.14279939,13.9,
2/17/2018,2,Yale,Harvard,905,3,,0,8,9,12,8.08099544,9.11711127,12.2,
2/17/2018,2,Harvard,Yale,850,31,,0,19,11,22,19.21914772,10.54154004,21.9,
2/17/2018,2,Yale,Harvard,837,5,,0,-4,24,24.3,-4.339052671,23.83949117,24.2,
2/17/2018,2,Harvard,Yale,801,22,,1,22,8,23.4,21.88864074,8.336386054,23.4,
2/17/2018,2,Harvard,Yale,723,5,,0,13,0,13,12.86982289,-0.362198955,12.9,
2/17/2018,2,Harvard,Yale,650,22,,0,-11,24,26.4,-10.79515951,23.96296911,26.3,
2/17/2018,2,Yale,Harvard,641,11,,0,10,0,10,10.4568808,0.12744498,10.5,
2/17/2018,2,Yale,Harvard,631,5,,0,-22,1,22,-21.79504864,1.394448013,21.8,
2/17/2018,2,Yale,Harvard,626,32,,1,-4,2,4.5,-4.401213213,2.238323967,4.9,
2/17/2018,2,Yale,Harvard,601,11,,0,-6,1,6.1,-6.416802966,1.340466286,6.6,
2/17/2018,2,Harvard,Yale,530,20,,0,-3,5,5.8,-2.836552342,4.784387718,5.6,
2/17/2018,2,Harvard,Yale,530,30,,0,-2,4,4.5,-2.49677172,3.664313549,4.4,
2/17/2018,2,Yale,Harvard,520,5,,1,-20,10,22.4,-19.98725013,9.691347175,22.2,
2/17/2018,2,Yale,Harvard,438,3,,0,-8,4,8.9,-8.000330436,3.935845528,8.9,
2/17/2018,2,Yale,Harvard,422,32,,0,-7,1,7.1,-7.129341486,1.347230885,7.3,
2/17/2018,2,Harvard,Yale,353,31,,0,-4,12,12.6,-4.230380868,11.87292058,12.6,
2/17/2018,2,Harvard,Yale,352,20,,2,0,0,0,0.133252577,-0.476037045,0.5,
2/17/2018,2,Yale,Harvard,333,32,,1,-4,3,5,-3.546501542,3.305033296,4.8,
2/17/2018,2,Harvard,Yale,305,20,,0,-21,5,21.6,-21.05079949,4.734058181,21.6,
2/17/2018,2,Yale,Harvard,215,24,,0,21,14,25.2,21.23988193,14.24774103,25.6,
2/17/2018,2,Yale,Harvard,210,5,,0,-5,26,26.5,-4.622402858,25.76428137,26.2,
2/17/2018,2,Harvard,Yale,137,31,,1,10,22,24.2,9.986865815,21.51076835,23.7,
2/17/2018,2,Yale,Harvard,128,11,,2,-4,4,5.7,-4.367591663,3.57664818,5.6,
2/17/2018,2,Harvard,Yale,118,0,,1,0,0,0,-0.291125993,0.073085198,0.3,
2/17/2018,2,Yale,Harvard,105,32,,0,-10,19,21.5,-9.50185281,19.31618644,21.5,
2/17/2018,2,Harvard,Yale,44,22,,0,3,2,3.6,3.223414321,1.685912592,3.6,
2/17/2018,2,Yale,Harvard,4,24,,0,-20,12,23.3,-19.61733222,12.36945856,23.2,
